"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"Midwest",,1418,1418,464,1418,567,0,0,0,"Apartment","dec1980","Town",1,22500,1031
"Northeast",,319,319,816,0,0,0,0,0,"Apartment","dec1970","City",3,12500,816
"South",,2750,2733,1096,2750,669,0,0,19,"Single","pre1950","City",2,120000,1784
"Midwest",1300,1802,1802,716,257,0,0,968,0,"Single","pre1950","Rural",2,97500,1684
"Northeast",,4914,3276,1390,2184,2490,0,0,0,"Single","pre1950","Suburbs",9,87500,3880
"Northeast",1000,2205,2205,874,368,0,750,1419,0,"Single","dec1960","Rural",2,62500,3043
"West",2400,3142,1780,2460,0,0,0,0,0,"Single","dec1970","Rural",2,67500,2460
"Northeast",300,169,169,113,0,257,0,0,0,"Apartment","pre1950","City",1,6250,370
"South",1100,1856,1456,2545,1456,0,0,0,0,"Single","dec2000","City",5,32500,2545
"Midwest",2700,1591,1191,633,1191,1610,0,0,0,"Single","dec1960","Suburbs",1,17500,2243
"Midwest",1600,5600,4480,895,5600,982,0,0,0,"Single","dec1960","City",2,67500,1877
"South",500,625,0,760,250,0,0,0,0,"Apartment","dec1970","Suburbs",5,8750,760
"Midwest",1500,2596,2196,516,2196,663,0,0,0,"Single","dec1970","Suburbs",4,57500,1179
"Midwest",1600,5778,3137,902,5378,1032,0,0,0,"Single","dec1960","Rural",2,8750,1934
"South",1022,2534,1067,2368,2134,727,0,0,0,"Single","dec1950","City",2,52500,3095
"South",1375,2880,1440,886,2880,620,0,0,0,"Single","dec1970","Suburbs",2,37500,1506
"Midwest",1360,1316,916,1168,305,835,0,0,0,"Single","dec1970","City",3,37500,2003
"West",1800,2568,2168,1006,745,1064,0,0,0,"Single","dec1990","Town",4,67500,2070
"Midwest",,3568,2517,777,3168,1409,0,0,0,"Single","dec1960","Town",2,47500,2186
"Midwest",2200,1806,1055,1702,1406,229,0,0,0,"Single","dec1970","City",2,62500,1931
"South",2650,3881,3481,1180,3481,1342,0,0,0,"Single","dec1970","Suburbs",3,120000,2522
"South",1600,3712,1456,2654,3312,0,0,0,0,"Single","dec1950","Town",2,22500,2654
"West",,418,0,304,0,317,0,0,0,"Single","dec1990","City",2,37500,621
"Midwest",,1337,1337,674,1337,1033,0,0,0,"Apartment","dec1990","Town",1,17500,1707
"Midwest",1000,924,924,505,924,0,0,733,0,"Mobile","dec1980","Rural",2,72500,1238
"West",1700,2475,913,700,0,490,0,0,0,"Single","dec1980","Suburbs",4,110000,1190
"South",1750,1792,1792,571,1792,733,0,0,14,"Single","dec1970","Town",2,27500,1318
"South",800,803,803,1439,803,0,0,0,0,"Apartment","dec1980","Town",1,47500,1439
"Northeast",,2976,2726,1388,0,1856,0,0,0,"Single","dec1960","City",4,72500,3244
"Midwest",1400,1512,841,714,252,775,0,0,0,"Single","pre1950","City",4,37500,1489
"Northeast",1200,2592,2560,1463,2592,0,626,0,0,"Single","dec1950","City",2,47500,2089
"South",,713,713,1228,713,0,0,0,0,"Apartment","dec1980","Suburbs",1,17500,1228
"Northeast",500,884,884,983,442,93,1922,0,0,"Apartment","dec1950","City",2,1250,2998
"South",2300,9288,606,1519,2675,0,0,0,0,"Single","dec1990","Suburbs",2,42500,1519
"Midwest",,6195,1891,1507,792,0,0,0,0,"Single","pre1950","Rural",2,22500,1507
"South",4009,4976,1387,2018,1874,737,0,0,0,"Single","dec2000","Suburbs",3,67500,2755
"West",1900,912,0,896,0,0,0,0,0,"Apartment","dec1960","City",2,12500,896
"Midwest",768,848,848,393,848,73,0,565,0,"Apartment","dec1980","City",1,52500,1031
"Midwest",1450,1282,882,1263,882,967,0,0,0,"Single","dec1980","Town",2,52500,2230
"South",,1011,1011,509,505,337,0,0,0,"Apartment","pre1950","City",7,32500,846
"Northeast",,693,693,667,347,215,335,0,0,"Apartment","pre1950","City",4,12500,1217
"South",,1170,736,959,920,0,0,1006,0,"Single","dec1970","Rural",2,27500,1965
"Midwest",2500,4173,3773,1216,0,,0,1641,0,"Single","dec1990","Rural",2,82500,
"South",,2436,1044,1682,696,0,0,327,0,"Single","pre1950","Rural",1,37500,2009
"West",,1219,1219,575,0,909,0,0,0,"Single","dec1960","City",5,32500,1484
"South",,1144,1144,623,858,593,0,0,0,"Apartment","dec1950","City",2,27500,1216
"West",2300,3392,1371,1855,2742,541,0,582,0,"Single","dec1980","City",2,72500,2978
"West",1200,1320,943,1089,0,263,0,0,0,"Single","dec1960","City",1,27500,1352
"South",1100,704,704,556,117,269,0,0,0,"Single","dec1960","Rural",2,17500,825
"West",,1640,0,234,1240,510,0,0,0,"Single","dec1960","City",6,27500,744
"South",,902,902,1549,902,0,0,0,0,"Apartment","dec1990","Rural",3,22500,1549
"South",,741,741,850,741,250,0,0,0,"Apartment","pre1950","City",2,32500,1100
"Midwest",,1850,925,968,1850,728,0,0,0,"Single","pre1950","City",2,12500,1696
"Midwest",4500,8680,8030,1865,8030,738,0,0,0,"Single","dec1990","Rural",5,110000,2603
"Northeast",775,2325,1744,820,1329,0,2202,0,0,"Single","pre1950","City",5,62500,3022
"Northeast",,1189,817,798,297,2212,0,0,0,"Single","pre1950","Town",1,22500,3010
"West",1500,3094,1460,1022,0,436,0,0,0,"Single","dec1970","City",5,22500,1458
"West",,663,0,272,0,460,0,0,0,"Single","dec1950","City",4,6250,732
"West",,1320,1070,2763,1070,0,0,0,0,"Single","dec1990","Town",5,27500,2763
"West",1100,1062,0,554,0,859,0,0,0,"Apartment","dec1980","City",6,47500,1413
"South",1200,2800,1400,395,560,349,0,0,0,"Single","dec1960","City",2,3750,744
"West",700,1541,1107,510,0,488,0,0,0,"Single","pre1950","City",5,82500,998
"Midwest",3500,5374,3023,1481,5374,1993,0,0,0,"Single","pre1950","Rural",2,42500,3474
"South",600,598,598,663,598,274,0,0,0,"Apartment","dec1960","City",1,37500,937
"West",,594,594,310,225,546,0,0,0,"Single","dec1980","Rural",5,12500,856
"South",,1120,870,897,348,601,0,0,0,"Single","dec1960","City",4,17500,1498
"Midwest",600,1238,1238,1114,1238,0,0,0,0,"Single","dec1990","Rural",1,8750,1114
"South",3300,5673,2630,1881,5273,1775,0,0,0,"Single","dec1980","Rural",3,120000,3656
"Midwest",2400,1600,550,1253,0,1821,0,0,0,"Single","dec1960","City",5,32500,3074
"Northeast",1300,490,245,1089,123,1617,0,0,0,"Apartment","pre1950","Town",3,57500,2706
"South",2950,3417,3017,2592,3017,741,0,0,0,"Single","dec2000","Suburbs",3,120000,3333
"Midwest",4000,2804,1875,1929,833,1125,0,0,0,"Single","dec1980","City",3,120000,3054
"West",996,1069,1069,637,1069,290,0,0,0,"Apartment","dec2000","Suburbs",2,52500,927
"South",1500,3336,2422,1182,1668,1577,0,0,0,"Single","pre1950","City",2,62500,2759
"South",900,824,618,1371,206,0,0,0,0,"Single","pre1950","Rural",2,22500,1371
"Northeast",,2904,2027,859,415,655,1295,0,0,"Single","dec1950","Town",6,22500,2809
"South",,2448,824,2246,2048,31,0,0,0,"Single","dec1970","Town",3,8750,2277
"Midwest",950,702,702,596,176,669,0,0,0,"Single","pre1950","City",3,12500,1265
"West",1890,3028,2190,1958,2628,682,0,0,0,"Single","dec1990","Suburbs",3,120000,2640
"Northeast",2600,5484,1567,2476,1447,1114,0,0,0,"Single","dec1960","Town",3,22500,3590
"South",,1760,880,876,880,0,0,890,0,"Single","pre1950","Rural",2,12500,1766
"Northeast",1400,2150,1390,1091,860,0,0,2200,40,"Single","pre1950","Rural",3,52500,3331
"Northeast",1100,1577,1577,685,946,834,0,0,0,"Single","pre1950","City",4,22500,1519
"West",850,900,900,499,900,312,0,0,0,"Apartment","dec2000","Town",2,52500,811
"Northeast",1300,6090,3553,637,0,0,2588,0,0,"Single","pre1950","Town",2,62500,3225
"Northeast",,1660,1660,1305,1660,649,0,0,0,"Single","dec1960","City",5,62500,1954
"West",900,1056,880,729,0,171,0,0,0,"Single","pre1950","Town",2,52500,900
"West",1420,1783,1383,1712,637,0,0,0,0,"Single","dec1990","Rural",4,62500,1712
"South",3300,5836,2099,1510,2006,1698,0,0,0,"Single","dec1980","City",2,120000,3208
"West",1350,1680,715,880,1430,415,0,0,0,"Single","pre1950","Town",4,52500,1295
"Midwest",1932,3324,2698,744,2924,650,0,0,0,"Single","dec1990","Suburbs",2,17500,1394
"West",928,980,980,1294,0,0,0,0,0,"Mobile","dec1980","Rural",3,12500,1294
"West",1500,1652,1402,660,0,666,0,0,0,"Single","dec1980","City",4,72500,1326
"West",1400,1224,0,376,0,401,0,0,0,"Single","pre1950","City",6,27500,777
"Midwest",,960,960,624,0,192,0,0,0,"Single","dec1970","City",2,17500,816
"West",840,924,924,854,231,0,0,0,204,"Mobile","dec1980","Rural",2,17500,1058
"Northeast",1350,2700,1800,844,1080,481,1040,0,0,"Single","dec1950","Town",2,110000,2365
"Northeast",,1270,870,662,0,1012,0,0,0,"Single","dec1970","City",2,8750,1674
"Midwest",1150,2560,2310,1317,2310,901,0,0,0,"Single","dec1960","Town",4,72500,2218
"West",2800,3116,1918,746,2716,991,0,0,0,"Single","dec1970","City",1,8750,1737
"West",5000,4868,1837,1295,1269,2068,0,0,0,"Single","dec1990","Rural",6,120000,3363
"Northeast",,4992,3328,1121,0,1676,0,0,0,"Single","dec1990","Town",2,62500,2797
"West",980,980,980,474,0,503,0,0,0,"Mobile","dec1970","Rural",1,8750,977
"South",1200,1368,1118,1312,1118,0,0,0,0,"Single","dec1950","City",3,77500,1312
"Northeast",1400,2501,1733,717,1250,602,0,0,0,"Single","pre1950","City",3,6250,1319
"West",1495,2351,1301,1900,755,568,0,0,0,"Single","dec1980","Suburbs",3,72500,2468
"South",3000,8716,3958,1497,8316,0,0,393,0,"Single","dec2000","Rural",3,120000,1890
"Northeast",2240,3444,2296,1124,2537,0,1904,0,0,"Single","dec2000","Rural",4,72500,3028
"West",,663,663,471,221,352,0,0,0,"Apartment","pre1950","City",1,37500,823
"South",1800,1802,1802,526,542,255,0,0,0,"Single","dec1950","City",2,32500,781
"West",800,735,735,519,294,684,0,0,0,"Apartment","dec1970","City",2,37500,1203
"West",1300,1309,1309,613,524,525,0,0,0,"Mobile","dec1990","City",4,52500,1138
"South",2000,2064,2064,1340,2064,0,0,598,0,"Single","dec1960","Rural",2,22500,1938
"West",1750,1876,1876,2914,1876,11,0,0,0,"Single","dec1990","Town",13,110000,2925
"South",,1800,1800,915,900,0,0,1176,0,"Single","dec1980","Rural",3,3750,2091
"Northeast",550,329,329,672,219,357,0,0,0,"Apartment","dec1960","City",2,82500,1029
"Northeast",,2970,571,1151,930,1176,0,582,0,"Single","pre1950","Town",2,67500,2909
"Midwest",1600,3618,3618,627,1551,1707,0,0,0,"Single","pre1950","City",1,22500,2334
"West",1800,2507,2107,816,602,1080,0,0,0,"Single","dec1950","City",3,67500,1896
"South",,1470,1220,1037,1220,0,0,0,0,"Single","dec2000","City",5,37500,1037
"West",,2079,0,971,0,944,0,0,0,"Single","dec1950","City",4,77500,1915
"Midwest",,3317,1591,791,2917,1373,0,0,0,"Single","dec1990","Town",2,37500,2164
"Midwest",,1278,1278,864,1278,347,0,0,1040,"Mobile","dec1970","Rural",3,22500,2251
"South",1500,924,924,1055,924,0,0,533,0,"Mobile","dec1980","Rural",1,12500,1588
"Northeast",900,940,940,347,940,470,0,0,0,"Apartment","dec1980","Town",1,17500,817
"South",2287,3800,2830,1018,3400,1006,0,0,0,"Single","dec2000","Suburbs",2,120000,2024
"West",,1118,1118,272,0,460,0,0,0,"Single","dec1960","City",5,27500,732
"West",1000,1005,1005,887,0,793,0,0,0,"Mobile","dec1970","City",5,92500,1680
"South",1700,2825,2575,1328,2575,0,0,329,0,"Single","dec1970","Town",2,110000,1657
"Northeast",3750,5600,3800,1202,1300,0,3125,0,0,"Single","pre1950","Rural",2,120000,4327
"West",,1224,612,455,0,547,0,0,0,"Mobile","dec1970","City",3,17500,1002
"Northeast",,572,572,348,143,0,0,0,61,"Mobile","dec1960","Rural",2,1250,409
"South",800,1240,1240,651,1240,472,0,0,0,"Apartment","dec1970","City",2,32500,1123
"Midwest",,2005,1605,884,1605,468,0,0,0,"Single","dec1990","Town",1,32500,1352
"West",1900,2320,1920,872,1920,913,0,0,0,"Single","dec1950","City",3,120000,1785
"West",900,528,528,430,176,0,0,565,0,"Apartment","dec1970","City",1,22500,995
"West",1100,519,389,442,130,0,0,0,0,"Apartment","dec1970","City",2,120000,442
"South",,1496,748,969,374,0,0,0,0,"Single","dec1950","Town",2,8750,969
"West",1880,1776,1376,880,1376,757,0,0,0,"Single","dec1960","Suburbs",4,52500,1637
"West",1700,3348,2948,903,2948,688,0,0,0,"Single","dec1980","Suburbs",8,32500,1591
"Northeast",600,1924,1312,486,1924,651,0,0,0,"Single","dec1980","Town",1,12500,1137
"South",,1097,1097,711,439,0,0,0,0,"Apartment","dec1970","City",6,22500,711
"Northeast",1000,2997,1998,1551,2997,0,1034,0,0,"Single","dec1960","City",2,57500,2585
"Northeast",,1313,1051,1151,263,1837,0,0,0,"Apartment","dec1970","City",2,22500,2988
"South",1800,1691,1291,1531,1291,25,0,217,0,"Single","dec1990","Rural",2,47500,1773
"Midwest",,689,689,599,230,638,0,0,0,"Apartment","dec1950","City",1,6250,1237
"Northeast",500,916,916,460,229,93,1927,0,0,"Apartment","pre1950","City",2,12500,2480
"Midwest",980,938,938,1405,938,0,0,815,0,"Mobile","dec1980","Rural",3,37500,2220
"Midwest",,2289,775,1413,458,1843,0,0,13,"Single","dec1950","City",7,3750,3269
"Northeast",1088,1656,1656,844,0,0,0,92,148,"Single","dec1980","Rural",1,8750,1084
"Midwest",2000,3910,3098,2330,3910,1212,0,0,0,"Single","pre1950","City",2,120000,3542
"Midwest",,2356,2356,878,965,185,0,0,0,"Apartment","dec2000","City",5,37500,1063
"South",,1426,1426,624,238,958,0,0,0,"Mobile","dec1990","City",8,12500,1582
"West",720,672,672,399,0,298,0,0,0,"Mobile","dec1970","City",2,22500,697
"South",,728,364,1020,728,0,0,0,0,"Mobile","dec1990","Town",4,17500,1020
"South",,1025,513,1079,1025,0,0,0,0,"Apartment","dec1990","City",2,37500,1079
"Northeast",,676,676,1094,338,0,0,0,0,"Apartment","dec1970","Town",2,22500,1094
"West",1600,1684,1684,1351,1684,686,0,0,0,"Single","dec1980","City",4,42500,2037
"South",1500,3528,1764,873,3528,0,0,0,0,"Single","dec1970","Rural",2,47500,873
"Midwest",,5200,4800,1332,4800,0,0,1671,0,"Single","dec1980","Rural",1,17500,3003
"South",1600,2388,994,1327,1988,440,0,0,0,"Single","dec1970","Suburbs",2,77500,1767
"South",,988,884,347,0,0,0,1016,0,"Single","pre1950","Rural",2,17500,1363
"Midwest",2000,4041,2629,1136,4041,1665,0,0,0,"Single","pre1950","Suburbs",5,120000,2801
"South",,1608,1149,1277,1608,0,0,0,0,"Single","dec1980","Town",3,6250,1277
"Midwest",900,924,924,1114,924,0,0,0,0,"Mobile","dec1990","Town",2,17500,1114
"Midwest",1248,1456,1456,762,1456,1150,0,0,0,"Single","dec1960","Town",2,52500,1912
"South",1900,3920,1960,2042,3920,0,0,0,0,"Single","dec1950","City",5,110000,2042
"Midwest",1200,3697,2798,821,1314,1935,0,0,0,"Single","pre1950","Suburbs",4,3750,2756
"Northeast",1200,2306,1601,701,384,670,0,0,0,"Single","pre1950","City",5,27500,1371
"Midwest",2600,4524,4524,2174,4124,0,1487,0,0,"Single","dec1970","Rural",4,62500,3661
"Northeast",1300,3384,2006,2324,3134,638,0,0,0,"Single","dec1960","Town",2,62500,2962
"South",1600,2560,720,1487,2160,474,0,0,0,"Single","dec1980","Suburbs",2,110000,1961
"West",2700,3900,3650,832,0,573,1627,0,0,"Single","pre1950","City",5,120000,3032
"West",1000,1120,1120,656,224,368,0,0,0,"Mobile","dec1990","City",1,32500,1024
"Northeast",,3184,1289,478,0,1813,0,0,0,"Single","dec1950","City",2,97500,2291
"Northeast",2384,4752,2376,651,4352,845,0,0,0,"Single","dec1990","Suburbs",4,120000,1496
"West",1600,2369,1969,720,0,999,0,0,0,"Single","dec1960","City",4,77500,1719
"Midwest",1700,3504,3104,761,3104,1048,0,0,0,"Single","dec1980","Town",4,120000,1809
"South",1700,1914,1514,3090,1514,0,0,0,0,"Single","dec1970","City",3,120000,3090
"West",1500,2276,1126,1769,0,0,0,1544,0,"Single","pre1950","Rural",2,17500,3313
"Northeast",,576,576,472,144,266,0,0,0,"Apartment","pre1950","Town",1,6250,738
"West",1850,2516,1058,901,2116,578,0,0,0,"Single","dec1980","City",2,67500,1479
"Northeast",2800,2880,2160,1412,0,0,1641,0,0,"Single","dec1950","City",6,57500,3053
"West",1600,1955,1555,3002,1555,0,0,0,0,"Single","dec1990","Suburbs",3,82500,3002
"West",,1874,0,617,0,276,0,0,0,"Single","dec1950","City",3,17500,893
"West",725,500,250,676,0,144,0,0,0,"Mobile","dec1960","City",3,17500,820
"Northeast",1200,2016,486,578,0,908,0,0,0,"Single","dec1960","Rural",1,47500,1486
"West",1400,1464,1464,433,0,655,0,0,0,"Single","dec1980","Rural",3,32500,1088
"Midwest",1250,5179,3531,782,4779,689,0,0,0,"Single","dec1960","City",5,87500,1471
"Northeast",1500,2178,1920,1076,0,0,1319,0,0,"Single","dec1990","Rural",2,77500,2395
"South",1280,1232,1232,659,1232,717,0,0,0,"Mobile","dec2000","Rural",2,42500,1376
"South",,923,554,1995,923,0,0,0,0,"Mobile","dec1970","Suburbs",5,8750,1995
"Northeast",1200,917,721,1284,524,399,0,0,0,"Single","pre1950","City",3,17500,1683
"Northeast",,560,560,449,224,1473,0,0,0,"Apartment","dec1950","City",4,17500,1922
"Midwest",880,2309,934,533,2059,787,0,0,0,"Single","dec1950","Town",1,12500,1320
"West",,1978,1978,217,0,693,0,0,0,"Single","dec1980","Suburbs",1,52500,910
"South",,4030,3405,790,3630,657,0,0,0,"Single","dec1990","Suburbs",3,92500,1447
"South",1600,5292,2246,1707,4892,0,0,0,0,"Single","dec1990","Town",3,47500,1707
"Midwest",2089,3413,1719,1273,3013,933,0,0,0,"Single","dec1980","City",3,37500,2206
"South",,2574,1242,1215,311,0,0,2179,0,"Single","dec1960","Rural",2,37500,3394
"South",1250,2790,1145,902,0,0,0,0,0,"Single","dec1960","Suburbs",2,52500,902
"Northeast",,2964,494,250,0,670,0,0,0,"Single","dec1950","Town",1,27500,920
"South",2519,4776,4776,1464,4126,271,0,242,0,"Single","dec1990","Suburbs",2,110000,1977
"South",2000,2050,625,1026,1650,543,0,0,0,"Single","dec1970","City",2,67500,1569
"South",1700,2052,2052,3199,2052,0,0,0,0,"Single","dec1970","Suburbs",4,37500,3199
"South",1700,5284,4884,1159,4884,848,0,0,0,"Single","dec1990","Suburbs",3,82500,2007
"Midwest",3600,3696,3135,412,3296,998,0,0,0,"Single","dec1960","Suburbs",1,12500,1410
"West",2800,2800,2114,1931,2400,333,0,1404,0,"Single","dec2000","Suburbs",2,67500,3668
"South",1700,4950,4550,1926,4550,352,0,0,0,"Single","dec1980","City",2,57500,2278
"South",2100,1539,1289,1443,1289,612,0,0,0,"Single","dec1980","City",2,22500,2055
"West",1900,3240,2840,2173,2840,0,0,0,0,"Single","dec1960","City",3,47500,2173
"Northeast",2500,2261,1301,1443,620,0,2354,0,0,"Single","dec1970","Town",3,120000,3797
"West",1400,1862,806,234,0,213,0,0,0,"Single","dec2000","City",1,62500,447
"Midwest",775,1850,1850,850,1850,731,0,0,0,"Single","dec1950","City",2,22500,1581
"South",1280,1216,1216,1703,1216,0,0,0,0,"Mobile","dec1990","Rural",4,32500,1703
"Midwest",,649,649,787,649,0,0,0,0,"Apartment","dec1980","City",1,12500,787
"South",,613,613,1091,613,0,0,0,0,"Apartment","dec1990","City",4,120000,1091
"West",2200,2992,2592,1320,2592,613,0,0,0,"Single","dec1990","Suburbs",2,62500,1933
"South",,572,572,827,572,69,0,0,0,"Apartment","dec1980","City",2,1250,896
"South",4070,3576,2926,4737,2926,0,0,0,0,"Single","dec1990","Suburbs",5,120000,4737
"South",3000,2048,1648,2470,1648,0,0,0,0,"Single","dec1990","Rural",5,42500,2470
"Northeast",2400,4214,2788,2175,3814,1061,0,0,0,"Single","dec1960","Suburbs",1,67500,3236
"Midwest",1500,3456,1328,896,3056,472,0,0,22,"Single","dec1960","Suburbs",5,62500,1390
"West",1500,2832,1888,713,0,0,0,1814,0,"Single","dec2000","Rural",1,62500,2527
"South",2000,720,720,643,720,403,0,0,0,"Single","dec1970","City",1,42500,1046
"Northeast",,1671,1253,939,0,0,1368,0,0,"Single","pre1950","Suburbs",2,22500,2307
"West",,542,0,273,0,104,0,0,0,"Apartment","dec1990","Suburbs",1,42500,377
"Midwest",1479,3024,1512,1096,3024,1386,0,0,0,"Single","dec1960","City",3,37500,2482
"Midwest",2550,4111,2475,1355,3461,647,0,0,0,"Single","dec1990","Town",3,120000,2002
"Northeast",930,3630,2420,805,0,0,1066,213,0,"Single","pre1950","Rural",2,32500,2084
"South",,1080,1080,1005,1080,0,0,0,0,"Mobile","dec1990","Rural",3,17500,1005
"Midwest",,1699,1299,1395,1299,552,0,0,0,"Single","dec1980","City",3,77500,1947
"South",2100,6069,3646,1655,5669,0,0,0,0,"Single","dec1980","City",3,67500,1655
"Midwest",1400,3564,1021,825,3314,682,0,0,0,"Single","dec1960","City",2,52500,1507
"South",900,980,980,1310,980,0,0,0,0,"Mobile","dec1990","Rural",2,17500,1310
"Northeast",1800,2499,2244,1376,1250,0,1897,1025,0,"Single","dec1960","Rural",1,12500,4298
"South",1825,2764,2364,704,2364,868,0,0,0,"Single","dec1990","Suburbs",4,67500,1572
"South",,674,674,912,674,0,0,0,0,"Apartment","dec1990","Town",1,8750,912
"South",900,1794,1196,1044,1544,930,0,0,0,"Single","dec1970","Town",4,22500,1974
"South",1000,722,722,2469,722,0,0,0,0,"Apartment","dec2000","City",3,1250,2469
"Northeast",,3246,1373,664,0,0,2129,0,0,"Single","dec1960","City",1,12500,2793
"South",,1425,855,704,855,0,0,1487,0,"Single","dec1970","Rural",2,12500,2191
"West",2883,2106,1706,1626,716,694,0,0,0,"Single","dec1970","Town",3,67500,2320
"Northeast",1600,3000,1600,1280,2600,1054,0,0,0,"Single","dec1970","Town",5,77500,2334
"South",,1142,1142,585,1142,0,0,0,0,"Apartment","dec1990","Suburbs",2,47500,585
"South",,3780,1890,443,0,690,0,0,0,"Apartment","pre1950","City",1,8750,1133
"South",1600,1518,1518,3800,1518,605,0,0,0,"Single","dec1960","City",5,57500,4405
"West",,502,0,711,0,0,0,0,0,"Apartment","dec1980","Rural",4,27500,711
"South",2808,2137,1737,3446,1737,0,0,0,0,"Single","dec1980","City",4,97500,3446
"Midwest",,3894,3331,2720,3494,0,0,0,0,"Single","dec1990","Suburbs",2,72500,2720
